Id,Id2,Geography,Estimate; Total:,total_below_poverty,under_5_below_poverty,age_5_below_poverty,age_6_to_11_below_poverty,age_12_to_17_below_poverty,age_18_65_below_poverty,total_above_poverty,under_5_above_poverty,age_5_above_poverty,age_6_to_11_above_poverty,age_12_to_17_above_poverty,age_18_65_above_poverty
8600000US95925,95925,ZCTA5 95925,277,74,0,0,0,0,74,203,0,0,0,52,151
8600000US95926,95926,ZCTA5 95926,35450,10380,663,61,568,585,8242,25070,1578,249,1374,1581,16918
8600000US95928,95928,ZCTA5 95928,35185,8418,523,93,503,588,6435,26767,1249,245,1635,2028,17971
8600000US95930,95930,ZCTA5 95930,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95932,95932,ZCTA5 95932,7717,1006,99,0,218,84,500,6711,563,70,542,449,4079
8600000US95934,95934,ZCTA5 95934,305,43,0,0,0,0,36,262,16,24,54,20,130
8600000US95935,95935,ZCTA5 95935,322,30,0,0,0,0,30,292,0,0,0,0,236
8600000US95936,95936,ZCTA5 95936,326,54,0,0,0,0,44,272,41,0,59,0,152
8600000US95937,95937,ZCTA5 95937,1160,187,41,0,13,14,119,973,103,29,148,8,601
8600000US95938,95938,ZCTA5 95938,3996,313,20,0,14,13,244,3683,104,20,446,453,2068
8600000US95939,95939,ZCTA5 95939,374,138,16,3,14,16,78,236,0,0,24,15,130
8600000US95941,95941,ZCTA5 95941,410,115,40,0,0,0,59,295,0,0,0,47,115
8600000US95942,95942,ZCTA5 95942,1398,140,16,0,57,27,40,1258,100,12,35,131,699
8600000US95943,95943,ZCTA5 95943,889,114,0,11,4,0,90,775,111,22,91,66,373
8600000US95944,95944,ZCTA5 95944,67,0,0,0,0,0,0,67,0,0,0,0,0
8600000US95945,95945,ZCTA5 95945,23839,4009,535,66,231,286,2372,19830,781,116,1151,1401,11528
8600000US95946,95946,ZCTA5 95946,10155,847,74,19,59,83,442,9308,277,92,543,718,4951
8600000US95947,95947,ZCTA5 95947,1653,277,0,0,0,0,250,1376,22,0,65,111,666
8600000US95948,95948,ZCTA5 95948,10414,2155,234,31,206,324,1199,8259,571,117,582,756,5105
8600000US95949,95949,ZCTA5 95949,20771,1486,21,0,84,198,996,19285,632,309,1242,1415,11264
8600000US95950,95950,ZCTA5 95950,839,411,32,0,136,105,138,428,19,0,96,35,228
8600000US95951,95951,ZCTA5 95951,2611,736,124,26,96,87,367,1875,168,23,217,125,1205
8600000US95953,95953,ZCTA5 95953,10124,2232,337,92,243,254,1120,7892,519,132,657,684,4972
8600000US95954,95954,ZCTA5 95954,12295,1921,53,0,95,196,1393,10374,299,252,775,748,5541
8600000US95955,95955,ZCTA5 95955,1189,197,39,11,45,4,95,992,102,17,95,101,536
8600000US95956,95956,ZCTA5 95956,402,78,14,0,10,11,43,324,9,7,7,4,232
8600000US95957,95957,ZCTA5 95957,947,137,0,0,31,0,89,810,63,6,54,84,497
8600000US95959,95959,ZCTA5 95959,17345,2649,142,17,156,325,1801,14696,383,100,803,933,9174
8600000US95960,95960,ZCTA5 95960,920,269,17,0,10,15,201,651,25,4,47,65,433
8600000US95961,95961,ZCTA5 95961,26147,5130,867,64,813,691,2462,21017,1857,227,2044,2082,13058
8600000US95962,95962,ZCTA5 95962,1270,30,0,0,0,0,30,1240,47,39,75,76,845
8600000US95963,95963,ZCTA5 95963,15195,2645,376,41,198,291,1523,12550,767,215,1065,1359,7194
8600000US95965,95965,ZCTA5 95965,19917,5974,602,139,747,651,3621,13943,741,100,825,1212,8449
8600000US95966,95966,ZCTA5 95966,30339,5529,545,62,590,714,3139,24810,1012,238,1679,1931,14512
8600000US95968,95968,ZCTA5 95968,1517,266,40,0,48,30,131,1251,79,33,102,99,734
8600000US95969,95969,ZCTA5 95969,27064,4355,155,75,544,294,3012,22709,695,120,748,1376,13121
8600000US95970,95970,ZCTA5 95970,402,31,0,0,0,0,29,371,0,2,28,42,207
8600000US95971,95971,ZCTA5 95971,5613,951,152,20,74,36,595,4662,310,42,89,367,3127
8600000US95973,95973,ZCTA5 95973,31872,3584,274,53,237,178,2525,28288,1946,202,2372,2085,18042
8600000US95974,95974,ZCTA5 95974,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US95975,95975,ZCTA5 95975,1914,84,0,0,9,0,61,1830,76,14,42,52,1361
8600000US95977,95977,ZCTA5 95977,1394,247,25,15,24,24,157,1147,103,0,26,99,813
8600000US95978,95978,ZCTA5 95978,27,27,0,0,0,0,27,0,0,0,0,0,0
8600000US95979,95979,ZCTA5 95979,421,29,0,0,0,0,8,392,5,0,4,14,177
8600000US95981,95981,ZCTA5 95981,180,115,0,0,0,0,93,65,0,0,0,0,48
8600000US95982,95982,ZCTA5 95982,3040,317,33,0,22,30,218,2723,208,30,146,285,1715
8600000US95983,95983,ZCTA5 95983,693,183,17,0,16,0,150,510,0,33,33,0,375
8600000US95984,95984,ZCTA5 95984,80,0,0,0,0,0,0,80,0,0,0,0,51
8600000US95986,95986,ZCTA5 95986,19,19,0,0,0,0,0,0,0,0,0,0,0
8600000US95987,95987,ZCTA5 95987,5925,770,184,10,164,64,303,5155,373,155,409,543,3307
8600000US95988,95988,ZCTA5 95988,8542,1734,240,26,227,139,947,6808,286,95,322,687,4372
8600000US95991,95991,ZCTA5 95991,39751,8517,1140,244,1211,949,4388,31234,2237,498,2800,2448,19328
8600000US95993,95993,ZCTA5 95993,36323,4305,371,114,470,366,2527,32018,1892,315,2636,3207,19318
8600000US96001,96001,ZCTA5 96001,33082,5915,471,42,555,409,3960,27167,1374,161,2259,2446,16309
8600000US96002,96002,ZCTA5 96002,32853,5768,623,65,681,539,3534,27085,1720,315,1577,2121,16675
8600000US96003,96003,ZCTA5 96003,44108,7632,703,145,588,667,4867,36476,1870,290,2862,2383,21991
8600000US96006,96006,ZCTA5 96006,582,35,0,0,0,0,16,547,27,0,68,0,318
8600000US96007,96007,ZCTA5 96007,22106,4415,569,101,518,500,2491,17691,691,140,1177,1465,10743
8600000US96008,96008,ZCTA5 96008,1154,246,0,0,0,0,246,908,0,12,34,30,594
8600000US96009,96009,ZCTA5 96009,552,20,0,0,0,0,12,532,15,2,44,30,340
8600000US96010,96010,ZCTA5 96010,209,32,4,0,2,2,24,177,0,1,11,16,124
8600000US96011,96011,ZCTA5 96011,116,58,6,0,0,0,50,58,2,0,0,0,18
8600000US96013,96013,ZCTA5 96013,3305,638,40,18,48,0,412,2667,63,29,160,180,1614
8600000US96014,96014,ZCTA5 96014,251,0,0,0,0,0,0,251,0,0,0,31,182
8600000US96015,96015,ZCTA5 96015,499,185,0,0,0,14,171,314,23,0,68,0,151
8600000US96016,96016,ZCTA5 96016,530,0,0,0,0,0,0,530,45,0,72,33,312
8600000US96017,96017,ZCTA5 96017,232,79,1,1,28,20,29,153,8,0,2,13,87
8600000US96019,96019,ZCTA5 96019,10085,2046,195,75,180,307,1176,8039,328,81,773,552,4681
8600000US96020,96020,ZCTA5 96020,2462,273,29,9,51,25,98,2189,58,10,231,381,968
8600000US96021,96021,ZCTA5 96021,15873,3438,414,110,303,531,1960,12435,988,228,778,1368,7052
8600000US96022,96022,ZCTA5 96022,16954,2505,266,69,93,202,1758,14449,720,243,1258,1207,8564
8600000US96023,96023,ZCTA5 96023,1190,233,46,0,19,11,126,957,99,22,59,44,591
8600000US96024,96024,ZCTA5 96024,1171,251,50,7,17,24,146,920,51,11,63,111,484
8600000US96025,96025,ZCTA5 96025,2243,482,19,0,2,63,355,1761,42,26,92,102,1090
8600000US96027,96027,ZCTA5 96027,2353,340,52,2,44,9,231,2013,134,40,148,101,1165
8600000US96028,96028,ZCTA5 96028,1497,183,30,0,20,19,114,1314,11,0,164,126,742
8600000US96029,96029,ZCTA5 96029,130,30,0,0,0,8,21,100,5,0,15,6,59
8600000US96031,96031,ZCTA5 96031,169,68,5,0,4,1,55,101,3,2,3,0,72
8600000US96032,96032,ZCTA5 96032,2136,315,37,34,35,4,189,1821,83,31,74,103,1080
8600000US96033,96033,ZCTA5 96033,402,116,6,0,7,4,91,286,12,0,2,15,174
8600000US96034,96034,ZCTA5 96034,300,31,4,0,2,0,21,269,0,0,7,16,120
8600000US96035,96035,ZCTA5 96035,3368,418,36,0,50,72,213,2950,59,0,91,386,2014
8600000US96037,96037,ZCTA5 96037,303,94,0,0,0,0,83,209,41,0,0,13,63
8600000US96038,96038,ZCTA5 96038,464,75,0,0,23,6,37,389,4,0,5,25,254
8600000US96039,96039,ZCTA5 96039,1254,340,17,7,28,33,223,914,37,10,74,58,521
8600000US96040,96040,ZCTA5 96040,169,25,0,0,0,0,25,144,0,0,10,0,108
8600000US96041,96041,ZCTA5 96041,2777,637,18,0,39,122,426,2140,181,65,18,135,1126
8600000US96044,96044,ZCTA5 96044,1119,254,20,0,53,13,161,865,49,14,42,65,400
8600000US96046,96046,ZCTA5 96046,257,48,16,0,0,0,32,209,0,0,0,0,166
8600000US96047,96047,ZCTA5 96047,826,186,32,0,4,3,134,640,47,10,26,27,397
8600000US96048,96048,ZCTA5 96048,1063,150,13,0,0,16,121,913,44,1,55,114,590
8600000US96049,96049,ZCTA5 96049,109,76,0,0,13,3,60,33,0,0,0,0,22
8600000US96050,96050,ZCTA5 96050,460,151,9,6,10,6,83,309,7,0,12,34,146
8600000US96051,96051,ZCTA5 96051,1126,239,0,0,65,34,140,887,0,0,0,0,625
8600000US96052,96052,ZCTA5 96052,1687,479,47,0,79,58,253,1208,41,32,53,25,770
8600000US96054,96054,ZCTA5 96054,291,113,36,0,12,0,65,178,0,0,8,27,89
8600000US96055,96055,ZCTA5 96055,4399,1052,123,17,124,96,616,3347,98,33,321,227,2014
8600000US96056,96056,ZCTA5 96056,1516,169,0,0,0,0,134,1347,0,0,28,67,689
8600000US96057,96057,ZCTA5 96057,1543,267,11,9,9,9,214,1276,28,8,90,62,711
8600000US96058,96058,ZCTA5 96058,760,93,0,0,0,15,61,667,0,9,36,53,462
8600000US96059,96059,ZCTA5 96059,649,38,0,0,0,2,33,611,6,16,27,46,303
8600000US96061,96061,ZCTA5 96061,41,0,0,0,0,0,0,41,0,0,0,0,26
8600000US96062,96062,ZCTA5 96062,1243,92,0,5,0,7,75,1151,105,8,88,53,740
8600000US96063,96063,ZCTA5 96063,193,19,0,0,3,0,9,174,14,6,5,0,118
8600000US96064,96064,ZCTA5 96064,4254,646,57,12,60,59,406,3608,142,65,236,217,2203
8600000US96065,96065,ZCTA5 96065,268,34,0,0,0,0,25,234,16,3,4,9,174
8600000US96067,96067,ZCTA5 96067,7098,770,33,24,101,28,492,6328,262,24,319,408,3964
8600000US96068,96068,ZCTA5 96068,116,33,0,0,0,0,33,83,0,0,9,28,29
8600000US96069,96069,ZCTA5 96069,812,101,3,5,5,10,75,711,22,8,40,33,437
8600000US96071,96071,ZCTA5 96071,88,10,0,0,0,0,0,78,0,0,0,7,32
8600000US96073,96073,ZCTA5 96073,4726,441,28,4,0,100,267,4285,172,48,301,493,2476
8600000US96074,96074,ZCTA5 96074,109,13,0,0,0,0,8,96,12,1,6,1,42
8600000US96075,96075,ZCTA5 96075,249,100,9,0,0,9,60,149,4,4,0,3,108
8600000US96076,96076,ZCTA5 96076,147,39,0,0,0,0,39,108,0,0,0,0,58
8600000US96080,96080,ZCTA5 96080,27581,6292,828,295,788,584,3381,21289,1046,243,1524,1668,12567
8600000US96084,96084,ZCTA5 96084,579,129,0,0,9,13,96,450,0,0,0,4,319
8600000US96085,96085,ZCTA5 96085,31,0,0,0,0,0,0,31,0,0,0,4,7
8600000US96086,96086,ZCTA5 96086,402,129,12,0,8,7,92,273,0,0,0,6,177
8600000US96087,96087,ZCTA5 96087,487,8,0,0,0,0,2,479,31,0,14,17,313
8600000US96088,96088,ZCTA5 96088,4377,698,81,38,172,53,266,3679,118,13,50,100,2330
8600000US96090,96090,ZCTA5 96090,419,65,6,0,26,4,25,354,14,11,23,40,189
8600000US96091,96091,ZCTA5 96091,732,120,0,0,27,26,61,612,0,4,5,52,350
8600000US96092,96092,ZCTA5 96092,269,23,0,0,0,0,23,246,0,0,14,14,148
8600000US96093,96093,ZCTA5 96093,3703,451,96,0,0,25,253,3252,146,0,289,162,2005
8600000US96094,96094,ZCTA5 96094,6205,1427,122,29,127,11,1025,4778,196,92,249,381,2837
8600000US96096,96096,ZCTA5 96096,822,194,11,20,16,25,120,628,11,0,25,32,389
8600000US96097,96097,ZCTA5 96097,9993,2460,366,125,239,116,1331,7533,281,105,468,810,4082
8600000US96101,96101,ZCTA5 96101,4725,913,58,27,81,199,509,3812,122,0,236,344,2130
8600000US96103,96103,ZCTA5 96103,1254,50,0,0,0,0,42,1204,0,0,11,17,786
8600000US96104,96104,ZCTA5 96104,745,123,11,0,29,12,57,622,15,5,4,35,366
8600000US96105,96105,ZCTA5 96105,625,32,0,0,0,0,32,593,0,20,73,77,412
8600000US96106,96106,ZCTA5 96106,249,38,0,0,0,0,38,211,0,0,0,0,106
8600000US96107,96107,ZCTA5 96107,1455,190,0,0,54,47,79,1265,189,0,100,47,733
8600000US96108,96108,ZCTA5 96108,19,10,0,0,0,0,10,9,0,0,0,0,9
8600000US96109,96109,ZCTA5 96109,701,86,11,0,0,0,34,615,7,17,18,70,357
8600000US96110,96110,ZCTA5 96110,100,25,12,0,0,0,13,75,5,0,5,0,54
8600000US96111,96111,ZCTA5 96111,53,0,0,0,0,0,0,53,0,0,0,0,53
8600000US96112,96112,ZCTA5 96112,151,20,0,0,2,0,16,131,2,0,0,32,67
8600000US96113,96113,ZCTA5 96113,765,78,0,0,13,2,63,687,49,1,26,58,426
8600000US96114,96114,ZCTA5 96114,3219,163,0,0,4,54,105,3056,280,31,162,254,1948
8600000US96115,96115,ZCTA5 96115,238,62,0,0,0,0,43,176,17,0,20,0,89
8600000US96116,96116,ZCTA5 96116,199,0,0,0,0,0,0,199,20,0,0,0,101
8600000US96117,96117,ZCTA5 96117,182,6,0,0,3,1,2,176,0,0,11,20,101
8600000US96118,96118,ZCTA5 96118,1487,166,6,7,7,27,94,1321,89,0,81,49,737
8600000US96119,96119,ZCTA5 96119,59,0,0,0,0,0,0,59,0,0,0,0,30
8600000US96120,96120,ZCTA5 96120,1017,93,1,0,2,9,76,924,44,10,77,81,585
8600000US96121,96121,ZCTA5 96121,274,19,0,0,0,0,11,255,5,0,0,5,197
8600000US96122,96122,ZCTA5 96122,4114,467,24,4,21,47,324,3647,223,60,264,279,2231
8600000US96123,96123,ZCTA5 96123,19,8,0,0,0,0,8,11,0,0,0,0,7
8600000US96124,96124,ZCTA5 96124,354,40,0,0,0,0,40,314,27,0,11,0,228
8600000US96125,96125,ZCTA5 96125,318,87,0,0,0,65,22,231,0,0,0,0,191
8600000US96126,96126,ZCTA5 96126,128,108,0,0,23,23,62,20,0,0,0,0,0
8600000US96128,96128,ZCTA5 96128,525,65,0,0,0,0,42,460,6,0,26,42,352
8600000US96129,96129,ZCTA5 96129,164,21,0,0,0,0,21,143,5,0,0,0,105
8600000US96130,96130,ZCTA5 96130,15370,2837,311,1,240,267,1826,12533,767,73,782,1150,8054
8600000US96132,96132,ZCTA5 96132,29,2,0,0,0,0,0,27,0,0,0,7,13
8600000US96133,96133,ZCTA5 96133,110,0,0,0,0,0,0,110,0,0,0,33,64
8600000US96134,96134,ZCTA5 96134,2798,617,74,27,47,78,368,2181,180,69,163,272,1257
8600000US96135,96135,ZCTA5 96135,78,0,0,0,0,0,0,78,0,0,0,0,78
8600000US96136,96136,ZCTA5 96136,161,0,0,0,0,0,0,161,0,0,35,11,115
8600000US96137,96137,ZCTA5 96137,3540,607,50,8,32,103,347,2933,40,0,142,124,1639
8600000US96140,96140,ZCTA5 96140,1298,54,0,0,0,0,54,1244,87,0,77,93,745
8600000US96141,96141,ZCTA5 96141,739,45,0,0,0,0,45,694,10,0,89,35,450
8600000US96142,96142,ZCTA5 96142,723,91,18,0,17,0,56,632,75,0,56,28,414
8600000US96143,96143,ZCTA5 96143,3994,559,107,7,27,42,367,3435,217,26,150,170,2772
8600000US96145,96145,ZCTA5 96145,3262,119,0,0,0,5,72,3143,179,107,304,136,2057
8600000US96146,96146,ZCTA5 96146,879,158,0,0,0,0,158,721,30,5,27,44,489
8600000US96148,96148,ZCTA5 96148,633,41,0,0,0,0,29,592,49,0,29,61,397
8600000US96150,96150,ZCTA5 96150,28733,4232,305,44,456,409,2922,24501,1467,180,1636,1634,16601
8600000US96155,96155,ZCTA5 96155,0,0,0,0,0,0,0,0,0,0,0,0,0
8600000US96161,96161,ZCTA5 96161,17920,1670,76,0,279,190,1066,16250,1144,186,947,1462,11433
8600000US97635,97635,ZCTA5 97635,536,225,0,0,57,60,108,311,0,0,6,52,182
